tag,text
p,"After fitting a model, row and column cluster membership can be found
in the rows_ and columns_ attributes. rows_[i] is a binary vector
with nonzero entries corresponding to rows that belong to bicluster i . Similarly, columns_[i] indicates which columns belong to
bicluster i ."
p,"Some models also have row_labels_ and column_labels_ attributes.
These models partition the rows and columns, such as in the block
diagonal and checkerboard bicluster structures."
p,"Biclustering has many other names in different fields including
co-clustering, two-mode clustering, two-way clustering, block
clustering, coupled two-way clustering, etc. The names of some
algorithms, such as the Spectral Co-Clustering algorithm, reflect
these alternate names."
p,"The SpectralCoclustering algorithm finds biclusters with
values higher than those in the corresponding other rows and columns.
Each row and each column belongs to exactly one bicluster, so
rearranging the rows and columns to make partitions contiguous reveals
these high values along the diagonal:"
p,"The algorithm treats the input data matrix as a bipartite graph: the
rows and columns of the matrix correspond to the two sets of vertices,
and each entry corresponds to an edge between a row and a column. The
algorithm approximates the normalized cut of this graph to find heavy
subgraphs."
p,"An approximate solution to the optimal normalized cut may be found via
the generalized eigenvalue decomposition of the Laplacian of the
graph. Usually this would mean working directly with the Laplacian
matrix. If the original data matrix \(A\) has shape \(m
\times n\) , the Laplacian matrix for the corresponding bipartite graph
has shape \((m + n) \times (m + n)\) . However, in this case it is
possible to work directly with \(A\) , which is smaller and more
efficient."
p,The input matrix \(A\) is preprocessed as follows:
p,"Where \(R\) is the diagonal matrix with entry \(i\) equal to \(\sum_{j} A_{ij}\) and \(C\) is the diagonal matrix with
entry \(j\) equal to \(\sum_{i} A_{ij}\) ."
p,"The singular value decomposition, \(A_n = U \Sigma V^\top\) ,
provides the partitions of the rows and columns of \(A\) . A subset
of the left singular vectors gives the row partitions, and a subset
of the right singular vectors gives the column partitions."
p,"The \(\ell = \lceil \log_2 k \rceil\) singular vectors, starting
from the second, provide the desired partitioning information. They
are used to form the matrix \(Z\) :"
p,"where the columns of \(U\) are \(u_2, \dots, u_{\ell +
1}\) , and similarly for \(V\) ."
p,"Then the rows of \(Z\) are clustered using k-means . The first n_rows labels provide the row partitioning,
and the remaining n_columns labels provide the column partitioning."
p,"A demo of the Spectral Co-Clustering algorithm : A simple example
showing how to generate a data matrix with biclusters and apply
this method to it."
p,"Biclustering documents with the Spectral Co-clustering algorithm : An example of finding
biclusters in the twenty newsgroup dataset."
p,"Dhillon, Inderjit S, 2001. Co-clustering documents and words using
bipartite spectral graph partitioning"
p,"The SpectralBiclustering algorithm assumes that the input
data matrix has a hidden checkerboard structure. The rows and columns
of a matrix with this structure may be partitioned so that the entries
of any bicluster in the Cartesian product of row clusters and column
clusters are approximately constant. For instance, if there are two
row partitions and three column partitions, each row will belong to
three biclusters, and each column will belong to two biclusters."
p,"The algorithm partitions the rows and columns of a matrix so that a
corresponding blockwise-constant checkerboard matrix provides a good
approximation to the original matrix."
p,"The input matrix \(A\) is first normalized to make the
checkerboard pattern more obvious. There are three possible methods:"
p,"Independent row and column normalization , as in Spectral
Co-Clustering. This method makes the rows sum to a constant and the
columns sum to a different constant."
p,"Bistochastization : repeated row and column normalization until
convergence. This method makes both rows and columns sum to the
same constant."
p,"Log normalization : the log of the data matrix is computed: \(L =
\log A\) . Then the column mean \(\overline{L_{i \cdot}}\) , row mean \(\overline{L_{\cdot j}}\) , and overall mean \(\overline{L_{\cdot
\cdot}}\) of \(L\) are computed. The final matrix is computed
according to the formula"
p,"After normalizing, the first few singular vectors are computed, just
as in the Spectral Co-Clustering algorithm."
p,"If log normalization was used, all the singular vectors are
meaningful. However, if independent normalization or bistochastization
were used, the first singular vectors, \(u_1\) and \(v_1\) .
are discarded. From now on, the “first” singular vectors refers to \(u_2 \dots u_{p+1}\) and \(v_2 \dots v_{p+1}\) except in the
case of log normalization."
p,"Given these singular vectors, they are ranked according to which can
be best approximated by a piecewise-constant vector. The
approximations for each vector are found using one-dimensional k-means
and scored using the Euclidean distance. Some subset of the best left
and right singular vectors are selected. Next, the data is projected to
this best subset of singular vectors and clustered."
p,"For instance, if \(p\) singular vectors were calculated, the \(q\) best are found as described, where \(q<p\) . Let \(U\) be the matrix with columns the \(q\) best left singular
vectors, and similarly \(V\) for the right. To partition the rows,
the rows of \(A\) are projected to a \(q\) dimensional space: \(A * V\) . Treating the \(m\) rows of this \(m \times q\) matrix as samples and clustering using k-means yields the row labels.
Similarly, projecting the columns to \(A^{\top} * U\) and
clustering this \(n \times q\) matrix yields the column labels."
p,"A demo of the Spectral Biclustering algorithm : a simple example
showing how to generate a checkerboard matrix and bicluster it."
p,"Kluger, Yuval, et. al., 2003. Spectral biclustering of microarray
data: coclustering genes and conditions"
p,"There are two ways of evaluating a biclustering result: internal and
external. Internal measures, such as cluster stability, rely only on
the data and the result themselves. Currently there are no internal
bicluster measures in scikit-learn. External measures refer to an
external source of information, such as the true solution. When
working with real data the true solution is usually unknown, but
biclustering artificial data may be useful for evaluating algorithms
precisely because the true solution is known."
p,"To compare a set of found biclusters to the set of true biclusters,
two similarity measures are needed: a similarity measure for
individual biclusters, and a way to combine these individual
similarities into an overall score."
p,"To compare individual biclusters, several measures have been used. For
now, only the Jaccard index is implemented:"
p,"where \(A\) and \(B\) are biclusters, \(|A \cap B|\) is
the number of elements in their intersection. The Jaccard index
achieves its minimum of 0 when the biclusters do not overlap at all
and its maximum of 1 when they are identical."
p,"Several methods have been developed to compare two sets of biclusters.
For now, only consensus_score (Hochreiter et. al., 2010) is
available:"
p,"Compute bicluster similarities for pairs of biclusters, one in each
set, using the Jaccard index or a similar measure."
p,"Assign biclusters from one set to another in a one-to-one fashion
to maximize the sum of their similarities. This step is performed
using scipy.optimize.linear_sum_assignment , which uses a
modified Jonker-Volgenant algorithm."
p,"The final sum of similarities is divided by the size of the larger
set."
p,"The minimum consensus score, 0, occurs when all pairs of biclusters
are totally dissimilar. The maximum score, 1, occurs when both sets
are identical."
p,"Hochreiter, Bodenhofer, et. al., 2010. FABIA: factor analysis
for bicluster acquisition ."
p,2.5. Decomposing signals in components (matrix factorization problems)
pre,">>> import numpy as np >>> data = np . arange ( 100 ) . reshape ( 10 , 10 ) >>> rows = np . array ([ 0 , 2 , 3 ])[:, np . newaxis ] >>> columns = np . array ([ 1 , 2 ]) >>> data [ rows , columns ] array([[ 1,  2], [21, 22], [31, 32]])"
h1,2.5. Decomposing signals in components (matrix factorization problems) #
h2,2.5.1. Principal component analysis (PCA) #
h2,2.5.2. Kernel Principal Component Analysis (kPCA) #
h2,2.5.3. Truncated singular value decomposition and latent semantic analysis #
h2,2.5.4. Dictionary Learning #
h2,2.5.5. Factor Analysis #
h2,2.5.6. Independent component analysis (ICA) #
h2,2.5.7. Non-negative matrix factorization (NMF or NNMF) #
h2,2.5.8. Latent Dirichlet Allocation (LDA) #
h3,2.5.1.1. Exact PCA and probabilistic interpretation #
h3,2.5.1.2. Incremental PCA #
h3,2.5.1.3. PCA using randomized SVD #
h3,2.5.1.4. Sparse principal components analysis (SparsePCA and MiniBatchSparsePCA) #
h3,2.5.2.1. Exact Kernel PCA #
h3,2.5.2.2. Choice of solver for Kernel PCA #
h3,2.5.4.1. Sparse coding with a precomputed dictionary #
h3,2.5.4.2. Generic dictionary learning #
h3,2.5.4.3. Mini-batch dictionary learning #
h3,2.5.7.1. NMF with the Frobenius norm #
